Date mutation;Region;Valeur fonciere;Surface reelle bati;Nombre pieces principales;Prix au m2 (Surface bati)
2021-12-13;Ile-de-France;394927.0;54.0;3.0;8227.0
2021-12-14;Ile-de-France;452249.0;56.0;3.0;8768.0
2021-12-15;Ile-de-France;378116.0;53.0;3.0;7639.0
2021-12-16;Ile-de-France;512385.0;57.0;3.0;10842.0
2021-12-18;Ile-de-France;164357.0;44.0;2.0;4397.0
2021-12-20;Ile-de-France;583211.0;58.0;3.0;14771.0
2021-12-21;Ile-de-France;416234.0;55.0;3.0;8540.0
2021-12-22;Ile-de-France;718173.0;58.0;3.0;11630.0
2021-12-23;Ile-de-France;389941.0;57.0;3.0;7456.0
2021-12-24;Ile-de-France;354360.0;49.0;2.0;7536.0
2021-12-26;Ile-de-France;129000.0;10.0;1.0;12900.0
2021-12-29;Ile-de-France;764713.0;56.0;3.0;15730.0
2021-12-30;Ile-de-France;387754.0;59.0;3.0;6740.0
2021-12-31;Ile-de-France;821255.0;56.0;3.0;18158.0
